,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
4186,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4189,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4191,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4192,1,1,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4193,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4196,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4198,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4199,1,0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
4211,1,1,7.0,9.0,7.0,9.0,10.0,7.0,10.0,9.0,9.0,10.0
4222,1,0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0
4224,1,0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0
4225,1,0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0
4229,1,0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0
4230,1,0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0
4236,1,0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0
4239,1,0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0
4244,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4247,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4249,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4252,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4254,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4255,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4256,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4259,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4261,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4262,1,0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
4269,1,0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,8.0,10.0
4286,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4289,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4291,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4294,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4296,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4297,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4298,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4301,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4303,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4304,1,0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
4306,1,0,7.0,10.0,7.0,5.0,10.0,7.0,8.0,7.0,4.0,10.0
4308,1,0,7.0,10.0,7.0,5.0,10.0,7.0,8.0,7.0,4.0,10.0
4309,1,0,7.0,10.0,7.0,5.0,10.0,7.0,8.0,7.0,4.0,10.0
4313,1,0,7.0,10.0,7.0,5.0,10.0,7.0,8.0,7.0,4.0,10.0
4314,1,0,7.0,10.0,7.0,5.0,10.0,7.0,8.0,7.0,4.0,10.0
4320,1,0,7.0,10.0,7.0,5.0,10.0,7.0,8.0,7.0,4.0,10.0
4323,1,0,7.0,10.0,7.0,5.0,10.0,7.0,8.0,7.0,4.0,10.0
4328,1,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4331,1,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4333,1,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4336,1,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4338,1,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4339,1,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4340,1,1,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4343,1,1,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4345,1,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4346,1,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
4348,1,0,4.0,9.0,8.0,10.0,8.0,4.0,6.0,8.0,9.0,10.0
4350,1,0,4.0,9.0,8.0,10.0,8.0,4.0,6.0,8.0,9.0,10.0
4351,1,1,4.0,9.0,8.0,10.0,8.0,4.0,6.0,8.0,9.0,10.0
4355,1,0,4.0,9.0,8.0,10.0,8.0,4.0,6.0,8.0,9.0,10.0
4356,1,0,4.0,9.0,8.0,10.0,8.0,4.0,6.0,8.0,9.0,10.0
4362,1,0,4.0,9.0,8.0,10.0,8.0,4.0,6.0,8.0,9.0,10.0
4365,1,0,4.0,9.0,8.0,10.0,8.0,4.0,6.0,8.0,9.0,10.0
4370,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4373,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4375,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4378,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4380,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4381,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4382,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4385,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4387,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4388,1,0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
4390,1,0,6.0,9.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0
4392,1,0,6.0,9.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0
4393,1,0,6.0,9.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0
4397,1,1,6.0,9.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0
4398,1,1,6.0,9.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0
4404,1,0,6.0,9.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0
4407,1,0,6.0,9.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0
4421,1,1,8.0,10.0,10.0,8.0,10.0,10.0,7.0,10.0,6.0,9.0
4431,1,0,7.0,10.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,9.0
4447,1,1,7.0,10.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,9.0
4452,0,0,9.0,10.0,9.0,7.0,7.0,9.0,10.0,10.0,5.0,7.0
4455,0,0,9.0,10.0,9.0,7.0,7.0,9.0,10.0,10.0,5.0,7.0
4467,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4468,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4470,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4471,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4473,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4474,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4475,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4477,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4478,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4479,0,0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
4481,0,0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4482,0,0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4484,0,0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4485,0,0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4487,0,0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4488,0,1,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4489,0,1,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4491,0,1,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4492,0,0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4493,0,0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
4495,0,0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4496,0,1,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4498,0,0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4499,0,0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4501,0,0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4502,0,1,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4503,0,0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4505,0,1,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4506,0,0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4507,0,0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
4509,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4510,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4512,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4513,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4515,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4516,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4517,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4519,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4520,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4521,0,0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
4522,0,0,6.0,9.0,8.0,9.0,9.0,6.0,9.0,8.0,9.0,8.0
4525,0,0,6.0,9.0,8.0,9.0,9.0,6.0,9.0,8.0,9.0,8.0
4537,0,0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4538,0,0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4540,0,0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4541,0,0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4543,0,0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4544,0,1,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4545,0,0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4547,0,1,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4548,0,0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4549,0,0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
4551,0,1,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4552,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4554,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4555,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4557,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4558,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4559,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4561,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4562,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4563,0,0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
4565,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4566,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4568,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4569,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4571,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4572,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4573,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4575,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4576,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4577,0,0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
4579,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4580,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4582,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4583,0,1,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4585,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4586,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4587,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4589,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4590,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4591,0,0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
4593,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4594,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4596,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4597,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4599,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4600,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4601,0,1,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4603,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4604,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4605,0,0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
4606,0,0,7.0,9.0,9.0,8.0,5.0,7.0,9.0,9.0,8.0,7.0
4609,0,0,7.0,9.0,9.0,8.0,5.0,7.0,9.0,9.0,8.0,7.0
4620,0,0,6.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,8.0,7.0
4623,0,0,6.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,8.0,7.0
4634,0,0,5.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,7.0,8.0
4637,0,0,5.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,7.0,8.0
4648,1,0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,8.0,8.0,7.0
4653,1,0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,8.0,8.0,7.0
4659,1,0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,8.0,8.0,7.0
4660,1,0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,8.0,8.0,7.0
4661,1,0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,8.0,8.0,7.0
4663,1,0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4664,1,0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4665,1,0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4666,1,0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4668,1,0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4669,1,1,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4670,1,0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4671,1,0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4672,1,0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
4677,1,0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4678,1,0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4679,1,1,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4680,1,0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4682,1,0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4683,1,0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4684,1,0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4685,1,0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4686,1,0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
4690,1,0,9.0,9.0,9.0,10.0,3.0,9.0,5.0,5.0,10.0,2.0
4695,1,0,9.0,9.0,9.0,10.0,3.0,9.0,5.0,5.0,10.0,2.0
4701,1,0,9.0,9.0,9.0,10.0,3.0,9.0,5.0,5.0,10.0,2.0
4702,1,0,9.0,9.0,9.0,10.0,3.0,9.0,5.0,5.0,10.0,2.0
4703,1,0,9.0,9.0,9.0,10.0,3.0,9.0,5.0,5.0,10.0,2.0
4705,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4706,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4707,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4708,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4710,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4711,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4712,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4713,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4714,1,0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
4719,1,0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4720,1,0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4721,1,0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4722,1,0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4724,1,0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4725,1,0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4726,1,0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4727,1,1,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4728,1,0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
4747,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4748,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4749,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4750,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4752,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4753,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4754,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4755,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4756,1,0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
4761,1,0,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4762,1,1,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4763,1,1,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4764,1,0,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4766,1,1,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4767,1,0,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4768,1,0,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4769,1,0,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4770,1,0,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
4775,1,0,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4776,1,1,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4777,1,0,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4778,1,0,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4780,1,0,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4781,1,0,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4782,1,0,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4783,1,0,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4784,1,1,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
4803,1,0,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4804,1,1,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4805,1,1,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4806,1,0,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4808,1,1,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4809,1,0,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4810,1,0,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4811,1,0,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4812,1,0,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
4817,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4818,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4819,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4820,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4822,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4823,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4824,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4825,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4826,1,0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
4831,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4832,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4833,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4834,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4836,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4837,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4838,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4839,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4840,1,0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
4844,0,0,5.0,9.0,7.0,8.0,7.0,4.0,9.0,7.0,7.0,6.0
4846,0,0,5.0,9.0,7.0,8.0,7.0,4.0,9.0,7.0,7.0,6.0
4853,0,1,7.0,9.0,8.0,6.0,3.0,7.0,9.0,6.0,6.0,1.0
4855,0,0,7.0,9.0,8.0,6.0,3.0,7.0,9.0,6.0,6.0,1.0
4863,0,0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,10.0,9.0
4865,0,1,9.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,10.0,9.0
4867,0,0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,10.0,9.0
4875,0,0,7.0,9.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0
4890,0,0,7.0,7.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,10.0
4892,0,0,7.0,7.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,10.0
4894,0,0,7.0,7.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,10.0
4899,0,0,7.0,10.0,10.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0
4901,0,0,7.0,10.0,10.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0
4903,0,0,7.0,10.0,10.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0
4908,0,0,8.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,2.0,6.0
