,iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
59,69,1.0,33.33333333333333,5.0,9.0,8.0,5.0,8.0,50.0,10.0,30.0,10.0,0.0,0.0,7.333333333333333,8.666666666666666,7.666666666666667,7.0,8.333333333333334,6.666666666666667,7.666666666666667,1.0,10.0,-0.18,28.0,24.33333333333333,14.0,17.666666666666668,19.33333333333333,16.666666666666668,15.666666666666666,16.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,27.33333333333333,14.0,14.666666666666666,19.666666666666668,13.0,11.333333333333334,7.0,8.0,8.0,8.0,8.0
60,70,1.0,33.33333333333333,8.0,6.0,9.0,8.0,6.0,25.0,10.0,20.0,20.0,15.0,10.0,6.0,7.333333333333333,8.333333333333334,9.0,9.333333333333334,7.0,8.0,1.0,10.0,0.0766666666666666,26.0,24.33333333333333,14.0,17.666666666666668,19.33333333333333,16.666666666666668,15.666666666666666,16.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,27.33333333333333,14.0,14.666666666666666,19.666666666666668,13.0,11.333333333333334,7.0,8.0,8.0,8.0,8.0
61,71,1.0,66.66666666666666,6.0,8.0,10.0,8.0,10.0,60.0,15.0,0.0,15.0,0.0,10.0,6.333333333333333,9.333333333333334,8.333333333333334,7.333333333333333,7.666666666666667,6.333333333333333,6.333333333333333,1.0,10.0,-0.3933333333333333,21.0,24.33333333333333,14.0,17.666666666666668,19.33333333333333,16.666666666666668,15.666666666666666,16.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,27.33333333333333,14.0,14.666666666666666,19.666666666666668,13.0,11.333333333333334,7.0,8.0,8.0,8.0,8.0
62,72,1.0,0.0,7.0,9.0,8.0,8.0,8.0,21.0,20.0,19.0,20.0,10.0,10.0,6.666666666666667,9.0,7.666666666666667,7.0,7.333333333333333,6.0,5.666666666666667,1.0,10.0,0.5,22.0,24.33333333333333,14.0,17.666666666666668,19.33333333333333,16.666666666666668,15.666666666666666,16.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,27.33333333333333,14.0,14.666666666666666,19.666666666666668,13.0,11.333333333333334,7.0,8.0,8.0,8.0,8.0
63,73,1.0,0.0,7.0,7.0,7.0,8.0,8.0,30.0,10.0,20.0,30.0,0.0,10.0,6.666666666666667,8.333333333333334,8.666666666666666,8.666666666666666,9.333333333333334,6.666666666666667,6.0,1.0,10.0,-0.4833333333333334,22.0,24.33333333333333,14.0,17.666666666666668,19.33333333333333,16.666666666666668,15.666666666666666,16.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,27.33333333333333,14.0,14.666666666666666,19.666666666666668,13.0,11.333333333333334,7.0,8.0,8.0,8.0,8.0
64,74,1.0,0.0,7.0,9.0,8.0,9.0,7.0,30.0,0.0,30.0,30.0,10.0,0.0,5.333333333333333,9.0,8.333333333333334,7.0,7.0,5.333333333333333,6.333333333333333,1.0,10.0,0.27,25.0,24.33333333333333,14.0,17.666666666666668,19.33333333333333,16.666666666666668,15.666666666666666,16.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,27.33333333333333,14.0,14.666666666666666,19.666666666666668,13.0,11.333333333333334,7.0,8.0,8.0,8.0,8.0
65,75,1.0,0.0,7.0,7.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,3.5,9.0,8.5,5.5,7.5,5.0,6.0,1.0,10.0,0.395,24.0,26.0,11.0,18.5,21.0,16.0,16.0,17.5,25.0,10.0,10.0,15.0,10.0,10.0,40.0,14.0,14.0,12.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0
66,76,0.0,20.0,6.0,6.0,8.0,6.0,4.0,10.0,10.0,30.0,20.0,10.0,20.0,6.3,7.4,8.1,7.4,6.5,6.3,6.8,2.0,18.0,0.2219999999999999,34.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
67,77,0.0,40.0,6.0,8.0,8.0,8.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0,6.5,7.2,7.5,6.9,6.8,6.2,6.25,2.0,18.0,0.304,22.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
68,78,0.0,50.0,3.0,10.0,8.0,3.0,8.0,10.0,25.0,20.0,10.0,20.0,15.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,2.0,18.0,0.32,23.0,24.0,10.0,20.0,27.5,16.0,5.5,21.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,17.5,20.0,7.5,15.0,7.0,8.0,8.0,8.0,8.0
69,79,0.0,0.0,7.0,9.0,7.0,8.0,7.0,10.0,20.0,15.0,20.0,20.0,15.0,5.75,7.75,7.0,6.5,5.75,6.75,6.75,2.0,18.0,0.455,26.0,25.5,23.75,14.5,20.0,13.0,8.75,20.0,25.0,10.0,10.0,15.0,10.0,10.0,28.75,11.25,17.5,20.0,10.0,12.5,7.0,8.0,8.0,8.0,8.0
70,80,0.0,25.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,10.0,20.0,20.0,6.0,7.5,6.75,6.0,6.5,5.25,5.75,2.0,18.0,0.1675,27.0,25.5,23.75,14.5,20.0,13.0,8.75,20.0,25.0,10.0,10.0,15.0,10.0,10.0,28.75,11.25,17.5,20.0,10.0,12.5,7.0,8.0,8.0,8.0,8.0
71,81,0.0,30.0,8.0,7.0,7.0,8.0,7.0,10.0,10.0,20.0,20.0,20.0,20.0,8.0,7.4,7.6,7.1,7.4,7.0,7.6,2.0,18.0,0.315,28.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
72,82,0.0,0.0,8.0,9.0,8.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,2.0,18.0,0.43,25.0,30.0,20.0,25.0,25.0,15.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0
73,83,0.0,0.0,5.0,9.0,5.0,9.0,5.0,10.0,32.0,20.0,12.0,11.0,15.0,8.5,8.5,8.5,8.0,8.0,8.0,8.5,2.0,18.0,0.245,35.0,24.0,10.0,20.0,27.5,16.0,5.5,21.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,17.5,20.0,7.5,15.0,7.0,8.0,8.0,8.0,8.0
74,84,0.0,0.0,7.0,9.0,8.0,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0,8.5,8.5,9.0,8.0,8.0,8.0,9.0,2.0,18.0,0.19,32.0,24.0,10.0,20.0,27.5,16.0,5.5,21.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,17.5,20.0,7.5,15.0,7.0,8.0,8.0,8.0,8.0
75,85,0.0,10.0,7.0,9.0,8.0,9.0,9.0,20.0,25.0,15.0,15.0,15.0,10.0,6.4,7.4,7.3,6.0,6.0,5.7,6.1,2.0,18.0,0.224,30.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
76,86,0.0,50.0,7.0,9.0,9.0,9.0,4.0,15.0,20.0,20.0,20.0,5.0,20.0,7.3,7.8,8.0,7.6,7.3,6.9,7.7,2.0,18.0,0.261,22.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
77,87,0.0,20.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,15.0,20.0,7.8,7.6,7.3,7.0,6.8,5.85,7.2,2.0,18.0,0.509,23.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
78,88,0.0,0.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,20.0,15.0,6.9,7.4,7.1,6.8,6.6,6.5,6.7,2.0,18.0,0.303,23.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
79,89,0.0,20.0,8.0,9.0,9.0,8.0,10.0,25.0,15.0,20.0,20.0,20.0,0.0,6.7,7.1,7.7,5.6,6.9,4.7,6.2,2.0,18.0,0.139,27.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
80,90,0.0,25.0,5.0,8.0,7.0,5.0,5.0,15.0,21.0,18.0,18.0,10.0,18.0,5.25,8.25,7.75,4.75,6.0,4.75,5.0,2.0,18.0,0.3975,23.0,25.5,23.75,14.5,20.0,13.0,8.75,20.0,25.0,10.0,10.0,15.0,10.0,10.0,28.75,11.25,17.5,20.0,10.0,12.5,7.0,8.0,8.0,8.0,8.0
81,91,0.0,0.0,6.0,7.0,9.0,7.0,8.0,15.0,3.0,50.0,20.0,2.0,10.0,9.0,7.0,9.0,9.0,9.0,8.0,9.0,2.0,18.0,0.43,25.0,30.0,20.0,25.0,25.0,15.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0
82,92,0.0,50.0,9.0,10.0,9.0,9.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,7.8,7.5,7.6,6.6,7.0,6.1,7.1,2.0,18.0,0.433,29.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
83,93,0.0,30.0,8.0,8.0,8.0,8.0,7.0,14.0,20.0,18.0,24.0,18.0,6.0,6.85,7.55,7.6,7.35,7.05,6.5,7.1,2.0,18.0,0.014,29.0,28.0,27.7,16.9,21.9,17.5,7.3,8.7,25.0,10.0,10.0,15.0,10.0,10.0,22.8,17.9,16.3,17.8,14.8,10.4,7.0,8.0,8.0,8.0,8.0
84,94,1.0,0.0,6.0,9.0,9.0,9.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,2.0,6.0,6.666666666666667,4.333333333333333,8.333333333333334,4.0,4.0,2.0,18.0,0.4166666666666667,28.0,25.33333333333333,11.666666666666666,20.33333333333333,17.666666666666668,16.0,16.666666666666668,17.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,16.666666666666668,20.0,13.333333333333334,18.33333333333333,11.666666666666666,20.0,7.0,8.0,8.0,8.0,8.0
85,95,1.0,10.0,7.0,9.0,10.0,8.0,7.0,18.0,18.0,18.0,19.0,13.0,14.0,4.3,6.9,6.7,4.9,6.5,4.9,4.5,2.0,18.0,-0.126,26.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
86,96,1.0,0.0,7.0,9.0,9.0,9.0,9.0,10.0,20.0,20.0,22.0,6.0,22.0,3.6666666666666665,7.0,8.333333333333334,4.333333333333333,7.333333333333333,4.333333333333333,6.0,2.0,18.0,0.4366666666666667,26.0,30.0,16.666666666666668,29.0,23.33333333333333,9.0,10.333333333333334,11.666666666666666,25.0,10.0,10.0,15.0,10.0,10.0,35.0,11.666666666666666,8.333333333333334,18.33333333333333,6.666666666666667,20.0,7.0,8.0,8.0,8.0,8.0
87,97,1.0,40.0,7.0,5.0,6.0,7.0,6.0,50.0,7.0,20.0,23.0,0.0,0.0,7.2,7.3,8.2,7.4,7.4,6.0,6.4,2.0,18.0,0.052,29.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
88,98,1.0,20.0,8.0,8.0,8.0,8.0,8.0,40.0,20.0,15.0,20.0,0.0,5.0,5.7,8.1,7.4,4.1,6.6,5.3,5.5,2.0,18.0,0.217,39.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
89,99,1.0,50.0,10.0,10.0,10.0,10.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,8.1,7.9,7.9,7.2,8.0,7.2,7.5,2.0,18.0,0.509,28.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
90,100,1.0,0.0,7.0,8.0,9.0,8.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,5.5,8.5,9.0,8.0,8.5,7.0,7.5,2.0,18.0,0.43,30.0,25.0,17.5,11.5,35.0,20.0,6.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,47.5,7.5,14.0,20.0,3.5,7.5,7.0,8.0,8.0,8.0,8.0
91,101,1.0,0.0,8.0,8.0,9.0,8.0,9.0,40.0,8.0,10.0,12.0,10.0,20.0,4.666666666666667,7.333333333333333,7.0,5.0,6.0,5.0,5.333333333333333,2.0,18.0,0.0266666666666666,22.0,25.33333333333333,11.666666666666666,20.33333333333333,17.666666666666668,16.0,16.666666666666668,17.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,16.666666666666668,20.0,13.333333333333334,18.33333333333333,11.666666666666666,20.0,7.0,8.0,8.0,8.0,8.0
92,102,1.0,0.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,3.9,7.6,7.7,4.5,6.4,3.7,4.35,2.0,18.0,0.0069999999999999,32.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
93,103,1.0,0.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,6.6,7.1,6.9,6.3,7.6,4.6,5.4,2.0,18.0,0.146,26.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
94,104,1.0,40.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,6.3,6.9,7.1,6.6,6.7,5.8,6.0,2.0,18.0,0.453,27.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
95,106,1.0,33.33333333333333,4.0,7.0,9.0,3.0,2.0,10.0,20.0,35.0,10.0,5.0,20.0,4.666666666666667,7.666666666666667,8.333333333333334,7.0,6.666666666666667,6.333333333333333,6.0,2.0,18.0,0.0666666666666666,22.0,30.0,16.666666666666668,29.0,23.33333333333333,9.0,10.333333333333334,11.666666666666666,25.0,10.0,10.0,15.0,10.0,10.0,35.0,11.666666666666666,8.333333333333334,18.33333333333333,6.666666666666667,20.0,7.0,8.0,8.0,8.0,8.0
96,107,1.0,60.0,7.0,9.0,9.0,9.0,6.0,19.0,24.0,21.0,23.0,5.0,8.0,7.1,8.0,7.9,8.5,7.5,7.0,7.7,2.0,18.0,0.509,21.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
97,108,1.0,20.0,4.0,8.0,7.0,3.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,7.6,7.7,7.3,7.0,7.7,6.1,7.0,2.0,18.0,0.411,24.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
98,109,1.0,66.66666666666666,6.0,9.0,9.0,8.0,8.0,15.0,10.0,30.0,10.0,5.0,30.0,6.333333333333333,6.666666666666667,6.666666666666667,6.0,6.333333333333333,6.666666666666667,6.666666666666667,2.0,18.0,0.5133333333333333,25.0,25.33333333333333,11.666666666666666,20.33333333333333,17.666666666666668,16.0,16.666666666666668,17.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,16.666666666666668,20.0,13.333333333333334,18.33333333333333,11.666666666666666,20.0,7.0,8.0,8.0,8.0,8.0
99,110,1.0,30.0,7.0,9.0,8.0,8.0,7.0,20.0,20.0,15.0,15.0,5.0,25.0,6.0,7.1,7.5,7.7,7.0,5.8,6.6,2.0,18.0,0.546,28.0,26.7,14.9,17.0,20.3,18.9,15.8,13.1,25.0,10.0,10.0,15.0,10.0,10.0,33.5,11.0,14.5,18.5,11.0,11.5,7.0,8.0,8.0,8.0,8.0
100,111,1.0,0.0,5.0,8.0,8.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,6.333333333333333,8.0,7.0,6.666666666666667,7.0,7.333333333333333,6.666666666666667,2.0,18.0,0.4033333333333333,27.0,25.33333333333333,11.666666666666666,20.33333333333333,17.666666666666668,16.0,16.666666666666668,17.666666666666668,25.0,10.0,10.0,15.0,10.0,10.0,16.666666666666668,20.0,13.333333333333334,18.33333333333333,11.666666666666666,20.0,7.0,8.0,8.0,8.0,8.0
101,112,0.0,100.0,9.0,10.0,9.0,9.0,9.0,15.0,15.0,20.0,25.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,10.0,-0.29,20.0,22.0,40.0,15.0,10.0,20.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0
102,113,0.0,60.0,8.0,10.0,8.0,10.0,9.0,15.0,15.0,25.0,25.0,15.0,5.0,6.6,7.6,7.6,7.2,7.0,6.4,6.6,1.0,10.0,0.2299999999999999,21.0,22.4,30.0,23.0,18.0,16.0,8.4,8.728,25.0,10.0,10.0,15.0,10.0,10.0,26.0,17.2,16.0,17.0,12.0,12.0,7.0,8.0,8.0,8.0,8.0
103,115,0.0,60.0,8.0,7.0,9.0,8.0,8.0,20.0,10.0,30.0,20.0,15.0,5.0,7.8,7.0,7.2,8.6,7.2,8.0,7.4,1.0,10.0,0.2679999999999999,21.0,22.4,30.0,23.0,18.0,16.0,8.4,8.728,25.0,10.0,10.0,15.0,10.0,10.0,26.0,17.2,16.0,17.0,12.0,12.0,7.0,8.0,8.0,8.0,8.0
104,116,0.0,60.0,8.0,9.0,9.0,8.0,9.0,15.0,15.0,25.0,25.0,20.0,0.0,7.6,7.4,8.0,8.2,7.6,7.2,7.4,1.0,10.0,0.058,21.0,22.4,30.0,23.0,18.0,16.0,8.4,8.728,25.0,10.0,10.0,15.0,10.0,10.0,26.0,17.2,16.0,17.0,12.0,12.0,7.0,8.0,8.0,8.0,8.0
105,117,0.0,20.0,8.0,7.0,8.0,8.0,8.0,20.0,10.0,20.0,20.0,20.0,10.0,8.0,7.2,8.0,8.6,7.8,8.0,8.0,1.0,10.0,0.048,21.0,22.4,30.0,23.0,18.0,16.0,8.4,8.728,25.0,10.0,10.0,15.0,10.0,10.0,26.0,17.2,16.0,17.0,12.0,12.0,7.0,8.0,8.0,8.0,8.0
106,121,0.0,0.0,2.0,9.0,7.0,9.0,9.0,35.0,15.0,5.0,30.0,15.0,0.0,5.2,7.8,7.4,4.8,5.6,4.0,4.8,1.0,10.0,0.094,21.0,22.4,30.0,23.0,18.0,16.0,8.4,8.728,25.0,10.0,10.0,15.0,10.0,10.0,26.0,17.2,16.0,17.0,12.0,12.0,7.0,8.0,8.0,8.0,8.0
107,122,1.0,100.0,7.0,10.0,8.0,8.0,8.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,7.0,7.0,9.0,7.0,8.0,8.0,1.0,10.0,-0.29,22.0,20.0,15.0,15.0,20.0,25.0,10.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,45.0,15.0,10.0,20.0,0.0,5.0,7.0,8.0,8.0,8.0,8.0
108,125,1.0,80.0,9.0,6.0,9.0,10.0,10.0,20.0,15.0,20.0,15.0,12.0,18.0,9.2,9.4,9.6,9.4,9.2,7.8,9.4,1.0,10.0,0.6559999999999999,21.0,21.0,21.0,13.0,21.0,24.0,17.0,4.0,25.0,10.0,10.0,15.0,10.0,10.0,36.0,7.0,12.0,23.0,6.0,17.0,7.0,8.0,8.0,8.0,8.0
109,126,1.0,20.0,9.0,10.0,9.0,9.0,9.0,25.0,40.0,15.0,10.0,5.0,5.0,6.4,9.0,9.4,7.2,8.8,6.2,7.6,1.0,10.0,0.322,22.0,21.0,21.0,13.0,21.0,24.0,17.0,4.0,25.0,10.0,10.0,15.0,10.0,10.0,36.0,7.0,12.0,23.0,6.0,17.0,7.0,8.0,8.0,8.0,8.0
110,127,1.0,40.0,8.0,8.0,9.0,9.0,8.0,25.0,25.0,25.0,15.0,5.0,5.0,7.4,6.0,6.4,6.6,6.2,5.6,6.2,1.0,10.0,-0.2299999999999999,22.0,21.0,21.0,13.0,21.0,24.0,17.0,4.0,25.0,10.0,10.0,15.0,10.0,10.0,36.0,7.0,12.0,23.0,6.0,17.0,7.0,8.0,8.0,8.0,8.0
111,128,1.0,40.0,8.0,7.0,8.0,7.0,7.0,40.0,15.0,10.0,20.0,10.0,5.0,7.6,9.2,8.4,6.6,6.8,4.8,7.4,1.0,10.0,-0.236,21.0,21.0,21.0,13.0,21.0,24.0,17.0,4.0,25.0,10.0,10.0,15.0,10.0,10.0,36.0,7.0,12.0,23.0,6.0,17.0,7.0,8.0,8.0,8.0,8.0
112,129,1.0,20.0,8.0,8.0,8.0,8.0,8.0,40.0,20.0,20.0,20.0,10.0,10.64,6.4,8.4,6.8,8.0,8.4,6.0,6.8,1.0,10.0,0.186,26.0,21.0,21.0,13.0,21.0,24.0,17.0,4.0,25.0,10.0,10.0,15.0,10.0,10.0,36.0,7.0,12.0,23.0,6.0,17.0,7.0,8.0,8.0,8.0,8.0
113,132,0.0,50.0,8.0,10.0,9.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.5,7.0,5.5,6.5,6.5,5.5,7.5,1.0,5.0,0.235,27.0,30.5,19.3,18.14,19.3,19.3,9.15,14.805,8.0,9.0,7.5,7.5,5.0,8.0,16.965,18.075000000000003,17.055,15.945,15.945,16.035,7.0,8.0,8.0,8.0,8.0
114,133,0.0,0.0,6.0,8.0,8.0,7.0,7.0,12.77,19.15,17.02,17.02,14.89,19.15,6.0,9.0,10.0,6.0,7.5,5.5,6.5,1.0,5.0,0.05,24.0,31.5,18.07,17.03,16.985,19.11,12.77,16.035,9.5,7.5,6.5,8.5,4.0,8.0,17.25,18.315,16.355,18.315,13.325,16.439999999999998,7.0,8.0,8.0,8.0,8.0
115,134,0.0,0.0,7.0,8.0,8.0,8.0,8.0,6.67,20.0,20.0,17.78,20.0,15.56,4.75,8.0,7.75,4.5,7.0,3.5,3.75,1.0,5.0,-0.075,23.0,30.5,19.3,18.14,19.3,19.3,9.15,14.805,8.0,9.0,7.5,7.5,5.0,8.0,16.965,18.075000000000003,17.055,15.945,15.945,16.035,7.0,8.0,8.0,8.0,8.0
116,135,0.0,50.0,9.0,10.0,9.0,7.0,6.0,18.18,22.73,18.18,13.64,13.64,13.64,5.25,7.0,7.0,4.0,7.0,4.0,4.0,1.0,5.0,-0.32,26.0,30.5,19.3,18.14,19.3,19.3,9.15,14.805,8.0,9.0,7.5,7.5,5.0,8.0,16.965,18.075000000000003,17.055,15.945,15.945,16.035,7.0,8.0,8.0,8.0,8.0
117,137,1.0,0.0,7.0,9.0,9.0,8.0,8.0,17.39,17.39,15.22,17.39,13.04,19.57,7.0,7.0,7.0,8.0,6.0,8.0,7.0,1.0,5.0,-0.15,26.0,24.0,12.77,19.15,17.02,17.02,14.89,19.15,7.0,7.0,7.0,7.0,6.0,7.0,24.32,16.22,13.51,16.22,10.81,18.92,7.0,8.0,8.0,8.0,8.0
118,138,1.0,0.0,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,6.669999999999999,13.33,7.666666666666667,8.0,8.333333333333334,7.666666666666667,7.333333333333333,6.0,7.333333333333333,1.0,5.0,-0.0066666666666666,32.0,25.33333333333333,13.840000000000002,19.8,18.28333333333333,16.03,16.77,15.29,8.0,8.0,8.0,7.666666666666667,7.0,6.666666666666667,20.66333333333333,15.986666666666666,13.68,18.39,15.07,16.209999999999997,7.0,8.0,8.0,8.0,8.0
119,139,1.0,0.0,8.0,8.0,9.0,9.0,6.0,18.75,16.67,18.75,20.83,12.5,12.5,6.0,5.0,5.0,6.0,6.0,7.0,7.0,1.0,5.0,0.25,37.0,24.0,12.77,19.15,17.02,17.02,14.89,19.15,7.0,7.0,7.0,7.0,6.0,7.0,24.32,16.22,13.51,16.22,10.81,18.92,7.0,8.0,8.0,8.0,8.0
120,140,1.0,66.66666666666666,7.0,7.0,8.0,9.0,8.0,18.6,16.28,18.6,18.6,11.63,16.28,8.0,8.666666666666666,8.666666666666666,8.666666666666666,8.666666666666666,7.0,8.333333333333334,1.0,5.0,-0.1,29.0,25.33333333333333,13.840000000000002,19.8,18.28333333333333,16.03,16.77,15.29,8.0,8.0,8.0,7.666666666666667,7.0,6.666666666666667,20.66333333333333,15.986666666666666,13.68,18.39,15.07,16.209999999999997,7.0,8.0,8.0,8.0,8.0
121,142,0.0,54.54545454545454,9.0,9.0,10.0,9.0,7.0,14.29,14.29,21.43,21.43,19.05,9.52,7.818181818181818,7.272727272727272,7.818181818181818,6.909090909090909,6.545454545454546,5.454545454545454,6.818181818181818,2.0,16.0,-0.3090909090909091,24.0,25.90909090909091,17.53727272727273,17.70909090909091,19.83363636363637,18.797272727272727,13.99909090909091,12.125454545454543,8.727272727272727,6.727272727272728,6.454545454545454,7.454545454545454,5.363636363636363,6.181818181818182,15.515454545454547,17.430909090909093,18.22636363636364,18.33636363636364,15.486363636363636,15.012727272727274,7.0,8.0,8.0,8.0,8.0
122,143,0.0,0.0,7.0,10.0,8.0,7.0,7.0,8.33,20.83,20.83,14.58,16.67,18.75,5.090909090909091,8.090909090909092,7.909090909090909,5.181818181818182,6.909090909090909,5.090909090909091,4.818181818181818,2.0,16.0,0.2781818181818182,33.0,25.90909090909091,17.53727272727273,17.70909090909091,19.83363636363637,18.797272727272727,13.99909090909091,12.125454545454543,8.727272727272727,6.727272727272728,6.454545454545454,7.454545454545454,5.363636363636363,6.181818181818182,15.515454545454547,17.430909090909093,18.22636363636364,18.33636363636364,15.486363636363636,15.012727272727274,7.0,8.0,8.0,8.0,8.0
