,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,group
132,4.0,14,3.0,1,1,0,9.0,9.0,9.0,9.0,9.0,35.0,10.0,35.0,10.0,10.0,0.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,1,10,-0.04,25.0,23.0,30.0,5.0,15.0,40.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,15.0,20.0,20.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
133,4.0,14,4.0,1,1,1,9.0,9.0,9.0,9.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,9.0,9.0,9.0,8.0,1,10,-0.18,23.0,23.0,30.0,5.0,15.0,40.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,15.0,20.0,20.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
134,4.0,14,5.0,1,1,1,9.0,9.0,9.0,9.0,9.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,8.0,6.0,8.0,10.0,10.0,7.0,1,10,0.08,21.0,23.0,30.0,5.0,15.0,40.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,15.0,20.0,20.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
137,4.0,14,8.0,1,1,1,9.0,9.0,9.0,9.0,9.0,9.09,18.18,27.27,18.18,18.18,9.09,8.0,8.0,8.0,8.0,8.0,7.0,8.0,1,10,-0.4,25.0,23.0,30.0,5.0,15.0,40.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,15.0,20.0,20.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
139,4.0,14,10.0,1,1,0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,15.0,40.0,10.0,5.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,1,10,0.17,26.0,23.0,30.0,5.0,15.0,40.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,15.0,20.0,20.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
151,6.0,16,2.0,1,1,0,6.0,6.0,8.0,8.0,6.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,8.0,7.0,5.0,7.0,7.0,7.0,1,10,0.73,24.0,25.0,50.0,0.0,30.0,10.0,0.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
152,6.0,16,3.0,1,1,0,6.0,6.0,8.0,8.0,6.0,35.0,10.0,35.0,10.0,10.0,0.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,1,10,-0.3,25.0,25.0,50.0,0.0,30.0,10.0,0.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
153,6.0,16,4.0,1,1,0,6.0,6.0,8.0,8.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,1,10,0.37,23.0,25.0,50.0,0.0,30.0,10.0,0.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
154,6.0,16,5.0,1,1,0,6.0,6.0,8.0,8.0,6.0,20.0,5.0,25.0,25.0,10.0,15.0,5.0,8.0,7.0,7.0,7.0,7.0,6.0,1,10,0.06,21.0,25.0,50.0,0.0,30.0,10.0,0.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
157,6.0,16,8.0,1,1,1,6.0,6.0,8.0,8.0,6.0,9.09,18.18,27.27,18.18,18.18,9.09,8.0,7.0,7.0,7.0,8.0,7.0,7.0,1,10,0.28,25.0,25.0,50.0,0.0,30.0,10.0,0.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
159,6.0,16,10.0,1,1,0,6.0,6.0,8.0,8.0,6.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,8.0,7.0,7.0,7.0,7.0,6.0,1,10,0.15,26.0,25.0,50.0,0.0,30.0,10.0,0.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
161,7.0,17,2.0,1,1,0,7.0,7.0,8.0,6.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,1,10,0.6,24.0,30.0,35.0,15.0,25.0,10.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
162,7.0,17,3.0,1,1,0,7.0,7.0,8.0,6.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,6.0,3.0,5.0,4.0,5.0,4.0,2.0,1,10,-0.26,25.0,30.0,35.0,15.0,25.0,10.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
163,7.0,17,4.0,1,1,0,7.0,7.0,8.0,6.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,6.0,3.0,5.0,6.0,5.0,6.0,1,10,0.35,23.0,30.0,35.0,15.0,25.0,10.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
164,7.0,17,5.0,1,1,0,7.0,7.0,8.0,6.0,4.0,20.0,5.0,25.0,25.0,10.0,15.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,1,10,-0.05,21.0,30.0,35.0,15.0,25.0,10.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
167,7.0,17,8.0,1,1,0,7.0,7.0,8.0,6.0,4.0,9.09,18.18,27.27,18.18,18.18,9.09,6.0,4.0,7.0,5.0,6.0,4.0,4.0,1,10,0.05,25.0,30.0,35.0,15.0,25.0,10.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
169,7.0,17,10.0,1,1,0,7.0,7.0,8.0,6.0,4.0,15.0,15.0,15.0,40.0,10.0,5.0,7.0,7.0,4.0,3.0,4.0,4.0,3.0,1,10,0.41,26.0,30.0,35.0,15.0,25.0,10.0,5.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
171,8.0,18,2.0,1,1,0,6.0,8.0,8.0,6.0,9.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,1,10,0.07,24.0,27.0,33.33,11.11,11.11,11.11,11.11,22.22,25.0,10.0,10.0,15.0,10.0,10.0,10.0,10.0,20.0,25.0,25.0,10.0,7.0,8.0,8.0,8.0,8.0,1
172,8.0,18,3.0,1,1,0,6.0,8.0,8.0,6.0,9.0,35.0,10.0,35.0,10.0,10.0,0.0,4.0,5.0,6.0,4.0,6.0,4.0,5.0,1,10,0.29,25.0,27.0,33.33,11.11,11.11,11.11,11.11,22.22,25.0,10.0,10.0,15.0,10.0,10.0,10.0,10.0,20.0,25.0,25.0,10.0,7.0,8.0,8.0,8.0,8.0,1
173,8.0,18,4.0,1,1,0,6.0,8.0,8.0,6.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,7.0,8.0,6.0,6.0,5.0,7.0,1,10,0.15,23.0,27.0,33.33,11.11,11.11,11.11,11.11,22.22,25.0,10.0,10.0,15.0,10.0,10.0,10.0,10.0,20.0,25.0,25.0,10.0,7.0,8.0,8.0,8.0,8.0,1
174,8.0,18,5.0,1,1,0,6.0,8.0,8.0,6.0,9.0,20.0,5.0,25.0,25.0,10.0,15.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,1,10,0.07,21.0,27.0,33.33,11.11,11.11,11.11,11.11,22.22,25.0,10.0,10.0,15.0,10.0,10.0,10.0,10.0,20.0,25.0,25.0,10.0,7.0,8.0,8.0,8.0,8.0,1
177,8.0,18,8.0,1,1,1,6.0,8.0,8.0,6.0,9.0,9.09,18.18,27.27,18.18,18.18,9.09,9.0,8.0,8.0,8.0,7.0,5.0,7.0,1,10,0.17,25.0,27.0,33.33,11.11,11.11,11.11,11.11,22.22,25.0,10.0,10.0,15.0,10.0,10.0,10.0,10.0,20.0,25.0,25.0,10.0,7.0,8.0,8.0,8.0,8.0,1
179,8.0,18,10.0,1,1,0,6.0,8.0,8.0,6.0,9.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,1,10,0.07,26.0,27.0,33.33,11.11,11.11,11.11,11.11,22.22,25.0,10.0,10.0,15.0,10.0,10.0,10.0,10.0,20.0,25.0,25.0,10.0,7.0,8.0,8.0,8.0,8.0,1
181,9.0,19,2.0,1,1,1,10.0,6.0,10.0,10.0,10.0,45.0,5.0,25.0,20.0,0.0,5.0,8.0,6.0,9.0,9.0,8.0,7.0,8.0,1,10,0.11,24.0,28.0,50.0,0.0,25.0,10.0,0.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,15.0,20.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
182,9.0,19,3.0,1,1,0,10.0,6.0,10.0,10.0,10.0,35.0,10.0,35.0,10.0,10.0,0.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,1,10,-0.15,25.0,28.0,50.0,0.0,25.0,10.0,0.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,15.0,20.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
183,9.0,19,4.0,1,1,1,10.0,6.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,8.0,1,10,-0.47,23.0,28.0,50.0,0.0,25.0,10.0,0.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,15.0,20.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
184,9.0,19,5.0,1,1,1,10.0,6.0,10.0,10.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,5.0,9.0,9.0,9.0,9.0,6.0,7.0,1,10,-0.13,21.0,28.0,50.0,0.0,25.0,10.0,0.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,15.0,20.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
187,9.0,19,8.0,1,1,1,10.0,6.0,10.0,10.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,8.0,7.0,8.0,10.0,8.0,10.0,8.0,1,10,-0.47,25.0,28.0,50.0,0.0,25.0,10.0,0.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,15.0,20.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
189,9.0,19,10.0,1,1,1,10.0,6.0,10.0,10.0,10.0,15.0,15.0,15.0,40.0,10.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,1,10,0.49,26.0,28.0,50.0,0.0,25.0,10.0,0.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,15.0,20.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,1
191,10.0,20,2.0,1,1,0,7.0,7.0,10.0,10.0,10.0,45.0,5.0,25.0,20.0,0.0,5.0,6.0,5.0,7.0,7.0,9.0,7.0,6.0,1,10,0.39,24.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
192,10.0,20,3.0,1,1,0,7.0,7.0,10.0,10.0,10.0,35.0,10.0,35.0,10.0,10.0,0.0,5.0,6.0,8.0,5.0,8.0,6.0,5.0,1,10,-0.47,25.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
193,10.0,20,4.0,1,1,0,7.0,7.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,1,10,-0.19,23.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
194,10.0,20,5.0,1,1,0,7.0,7.0,10.0,10.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,3.0,10.0,7.0,7.0,10.0,5.0,4.0,1,10,-0.06,21.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
197,10.0,20,8.0,1,1,1,7.0,7.0,10.0,10.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,8.0,10.0,9.0,9.0,8.0,8.0,8.0,1,10,-0.21,25.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
199,10.0,20,10.0,1,1,0,7.0,7.0,10.0,10.0,10.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,1,10,0.08,26.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
200,1.0,21,40.0,2,0,0,5.0,9.0,9.0,7.0,10.0,25.0,20.0,25.0,20.0,10.0,0.0,6.0,8.0,7.0,9.0,5.0,7.0,9.0,2,16,-0.23,25.0,21.0,12.0,18.0,20.0,16.0,16.0,18.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,15.0,10.0,15.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
201,1.0,21,41.0,2,0,0,5.0,9.0,9.0,7.0,10.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,8.0,7.0,5.0,9.0,5.0,7.0,2,16,-0.3,30.0,21.0,12.0,18.0,20.0,16.0,16.0,18.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,15.0,10.0,15.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
202,1.0,21,42.0,2,0,0,5.0,9.0,9.0,7.0,10.0,20.0,25.0,20.0,15.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,6.0,9.0,2,16,0.46,23.0,21.0,12.0,18.0,20.0,16.0,16.0,18.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,15.0,10.0,15.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
209,1.0,21,49.0,2,0,0,5.0,9.0,9.0,7.0,10.0,20.0,20.0,20.0,20.0,5.0,15.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,2,16,0.28,25.0,21.0,12.0,18.0,20.0,16.0,16.0,18.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,15.0,10.0,15.0,5.0,20.0,7.0,8.0,8.0,8.0,8.0,1
226,2.0,22,50.0,2,0,0,7.0,8.0,8.0,7.0,7.0,35.0,10.0,20.0,15.0,10.0,10.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,2,16,0.12,27.0,27.0,20.0,20.0,20.0,10.0,10.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
231,2.0,22,55.0,2,0,0,7.0,8.0,8.0,7.0,7.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,2,16,0.16,23.0,27.0,20.0,20.0,20.0,10.0,10.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
232,3.0,23,40.0,2,0,0,5.0,8.0,7.0,6.0,8.0,25.0,20.0,25.0,20.0,10.0,0.0,5.0,7.0,6.0,6.0,6.0,7.0,8.0,2,16,0.22,25.0,21.0,10.0,20.0,40.0,10.0,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,5.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
233,3.0,23,41.0,2,0,0,5.0,8.0,7.0,6.0,8.0,30.0,20.0,10.0,30.0,0.0,10.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,2,16,0.06,30.0,21.0,10.0,20.0,40.0,10.0,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,5.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
234,3.0,23,42.0,2,0,0,5.0,8.0,7.0,6.0,8.0,20.0,25.0,20.0,15.0,10.0,10.0,6.0,6.0,7.0,6.0,6.0,6.0,6.5,2,16,0.41,23.0,21.0,10.0,20.0,40.0,10.0,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,5.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
241,3.0,23,49.0,2,0,0,5.0,8.0,7.0,6.0,8.0,20.0,20.0,20.0,20.0,5.0,15.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,2,16,-0.23,25.0,21.0,10.0,20.0,40.0,10.0,10.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,40.0,5.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
251,4.0,24,43.0,2,0,0,7.0,9.0,8.0,9.0,8.0,25.0,35.0,30.0,10.0,0.0,0.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,2,16,-0.32,24.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
252,4.0,24,44.0,2,0,0,7.0,9.0,8.0,9.0,8.0,25.0,15.0,25.0,25.0,15.0,15.0,5.0,8.0,8.0,7.0,8.0,6.0,7.0,2,16,0.54,24.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
253,4.0,24,45.0,2,0,0,7.0,9.0,8.0,9.0,8.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,2,16,-0.19,28.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
254,4.0,24,46.0,2,0,0,7.0,9.0,8.0,9.0,8.0,20.0,35.0,20.0,10.0,10.0,5.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,2,16,0.24,26.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
255,4.0,24,47.0,2,0,0,7.0,9.0,8.0,9.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,2,16,0.04,30.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
256,4.0,24,48.0,2,0,0,7.0,9.0,8.0,9.0,8.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,2,16,0.05,22.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
259,4.0,24,51.0,2,0,0,7.0,9.0,8.0,9.0,8.0,25.0,10.0,35.0,15.0,0.0,15.0,6.0,6.0,8.0,7.0,8.0,6.0,7.0,2,16,-0.07,23.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
260,4.0,24,52.0,2,0,0,7.0,9.0,8.0,9.0,8.0,15.0,20.0,15.0,30.0,5.0,15.0,4.0,7.0,7.0,6.0,8.0,7.0,7.0,2,16,-0.01,21.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
261,4.0,24,53.0,2,0,0,7.0,9.0,8.0,9.0,8.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,2,16,0.48,28.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
262,4.0,24,54.0,2,0,0,7.0,9.0,8.0,9.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,2,16,0.49,28.0,27.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,1
267,5.0,25,43.0,2,0,0,7.0,9.0,8.0,7.0,6.0,25.0,35.0,30.0,10.0,0.0,0.0,4.0,5.0,10.0,4.0,10.0,4.0,4.0,2,16,-0.2,24.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
268,5.0,25,44.0,2,0,0,7.0,9.0,8.0,7.0,6.0,25.0,15.0,25.0,25.0,15.0,15.0,6.0,7.0,9.0,7.0,9.0,3.0,5.0,2,16,-0.29,24.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
269,5.0,25,45.0,2,0,0,7.0,9.0,8.0,7.0,6.0,25.0,15.0,25.0,15.0,0.0,20.0,6.0,8.0,7.0,5.0,8.0,7.0,7.0,2,16,-0.01,28.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
270,5.0,25,46.0,2,0,0,7.0,9.0,8.0,7.0,6.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,8.0,6.0,10.0,6.0,8.0,2,16,-0.24,26.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
271,5.0,25,47.0,2,0,0,7.0,9.0,8.0,7.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,3.0,8.0,9.0,8.0,10.0,5.0,8.0,2,16,-0.05,30.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
272,5.0,25,48.0,2,0,0,7.0,9.0,8.0,7.0,6.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,2,16,0.38,22.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
275,5.0,25,51.0,2,0,0,7.0,9.0,8.0,7.0,6.0,25.0,10.0,35.0,15.0,0.0,15.0,6.0,5.0,8.0,7.0,10.0,8.0,6.0,2,16,0.11,23.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
276,5.0,25,52.0,2,0,0,7.0,9.0,8.0,7.0,6.0,15.0,20.0,15.0,30.0,5.0,15.0,5.0,4.0,7.0,5.0,9.0,7.0,5.0,2,16,0.28,21.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
277,5.0,25,53.0,2,0,0,7.0,9.0,8.0,7.0,6.0,40.0,15.0,20.0,10.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,5.0,7.0,2,16,0.11,28.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
278,5.0,25,54.0,2,0,0,7.0,9.0,8.0,7.0,6.0,40.0,20.0,20.0,20.0,0.0,0.0,5.0,8.0,8.0,6.0,9.0,6.0,6.0,2,16,-0.15,28.0,25.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,10.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,1
283,6.0,26,43.0,2,0,0,7.0,8.0,8.0,8.0,8.0,25.0,35.0,30.0,10.0,0.0,0.0,2.0,6.0,7.0,1.0,7.0,2.0,2.0,2,16,-0.02,24.0,23.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,10.0,10.0,25.0,20.0,10.0,7.0,8.0,8.0,8.0,8.0,1
284,6.0,26,44.0,2,0,0,7.0,8.0,8.0,8.0,8.0,25.0,15.0,25.0,25.0,15.0,15.0,3.0,8.0,7.0,6.0,6.0,4.0,5.0,2,16,0.46,24.0,23.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,10.0,10.0,25.0,20.0,10.0,7.0,8.0,8.0,8.0,8.0,1
285,6.0,26,45.0,2,0,0,7.0,8.0,8.0,8.0,8.0,25.0,15.0,25.0,15.0,0.0,20.0,4.0,7.0,6.0,1.0,4.0,3.0,2.0,2,16,-0.06,28.0,23.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,10.0,10.0,25.0,20.0,10.0,7.0,8.0,8.0,8.0,8.0,1
